sifra,ime,tipi,efekt,ATK,DEF,level,atribut,summon condition 
93023479,Gravekeeper's Recruiter,"Effect Monster,Spellcaster","When this card you control is sent to your Graveyard: Add 1 ""Gravekeeper's"" monster with 1500 or less DEF from your Deck to your hand.                    ",1200,1500,3,DARK,
58139128,Gravekeeper's Shaman,"Effect Monster,Spellcaster","This card gains 200 DEF for each ""Gravekeeper's"" monster in your Graveyard. Negate all monster effects that activate in the Graveyard, except ""Gravekeeper's"" monsters. While ""Necrovalley"" is on the field, your opponent cannot activate Field Spell Cards, also Field Spell Cards on the field cannot be destroyed by your opponent's card effects.                    ",1500,1500,6,DARK,
63695531,Gravekeeper's Spear Soldier,"Effect Monster,Spellcaster","During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent.                    ",1500,1000,4,DARK,
58657303,Gravekeeper's Spiritualist,"Effect Monster,Spellcaster","During your Main Phase, if ""Nercovalley"" is on the field: You can Fusion Summon 1 Spellcaster Fusion Monster from your Extra Deck, using this card you control and other monsters from your hand or field as Fusion Material. You can only use this effect of ""Gravekeeper's Spiritualist"" once per turn.                    ",1500,1500,4,DARK,
24317029,Gravekeeper's Spy,"Effect Monster,Spellcaster","FLIP: Special Summon 1 ""Gravekeeper's"" monster with 1500 or less ATK from your Deck.                    ",1200,2000,4,DARK,
79206925,Gravekeeper's Supernaturalist,"Effect Monster,Spellcaster","Gains ATK/DEF equal to the combined original Levels of the materials used for its Fusion Summon x 100. While ""Necrovalley"" is on the field, this card, and any card in your Field Zone, cannot be destroyed by card effects. During your Main Phase: You can activate this effect; during the End Phase of this turn, add 1 ""Gravekeeper's"" monster or 1 ""Necrovalley"" card from your Deck to your hand. You can only use this effect of ""Gravekeeper's Supernaturalist"" once per turn.                    ",2000,2000,7,DARK,"2 ""Gravekeeper's"" monsters"
99690140,Gravekeeper's Vassal,"Effect Monster,Spellcaster",The Battle Damage this card inflicts to your opponent's Life Points is treated as Effect Damage instead.                    ,700,500,3,DARK,
03825890,Gravekeeper's Visionary,"Effect Monster,Spellcaster","You can Normal Summon this card by Tributing 1 ""Gravekeeper's"" monster. This card gains 200 ATK for each ""Gravekeeper's"" monster in your Graveyard. If this face-up card on the field would be destroyed, you can discard 1 ""Gravekeeper's"" monster instead.                    ",2000,1800,8,DARK,
26084285,Gravekeeper's Watcher,"Effect Monster,Spellcaster","When your opponent activates an effect whereby your opponent discards a card(s) from his/her hand, you can send this card from your hand to the Graveyard to negate the activation of the effect and destroy it.                    ",1000,1000,4,DARK,
09391354,Gravi-Crush Dragon,"Effect Monster,Dragon",You can send 1 face-up Continuous Spell Card you control to the Graveyard to destroy 1 monster your opponent controls.                    ,2400,1200,6,DARK,
29216198,Gravitic Orb,"Effect Monster,Fiend",FLIP: Change the battle positions of all face-up monsters your opponent controls.                    ,1100,700,3,DARK,
56931015,Gravity Behemoth,"Effect Monster,Beast","If it is not the first turn of the Duel and there are no cards on the field, you can Normal Summon this card without Tributing. You can destroy all Field Spell Cards on the field. This card cannot attack the turn you activate this effect.                    ",2300,2000,6,DARK,
23656668,Gravity Controller,"Effect Monster,Psychic","When this monster destroys the following number of monsters as a result of battle, the following effects are activated in order:<br>One: As long as this card remains face-up on the field, negate the activation and effects of all Spell and Trap Cards that target this card and destroy them.<br>Two: You can Special Summon 1 Fushioh Richie"" from your hand or your Deck by Tributing this card during your Main Phase.""                    ",1000,2300,,DARK,
02356994,Great Long Nose,"Spirit Monster,Beast-Warrior","This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned or flipped face-up. If this card inflicts Battle Damage to your opponent's Life Points, your opponent skips their next Battle Phase.                    ",1900,1700,5,DARK,
47942531,Great Maju Garzett,"Effect Monster,Fiend",The ATK of this card becomes twice the original ATK of 1 monster that you Tributed for the Tribute Summon of this card.                    ,0,0,6,DARK,
54622031,Great Mammoth of Goldfine,"Fusion Monster,Zombie","""The Snake Hair"" + ""Dragon Zombie""                    ",2200,1800,6,DARK,
50263751,Greed Quasar,"Effect Monster,Fiend","Must first be Fusion Summoned. Once per turn: You can target 1 face-up monster on the field; until the end of this turn, change that target's ATK to 0, also that target has its effects negated. If this card is destroyed and sent to the Graveyard: Destroy as many monsters on the field as possible, then you can banish 1 Level 8 or higher DARK monster from your Graveyard and Special Summon this card from the Graveyard.                    ",10,2500,7,DARK,"1 ""Predaplant"" monster + 1 DARK monster whose original Level is 8 or higher"
61831093,Greenkappa,"Effect Monster,Warrior",FLIP: Target 2 Set Spell/Trap Cards on the field; destroy those targets.                    ,650,900,3,DARK,
51232472,"Gren, Tactician of Dark World","Effect Monster,Fiend",If this card is discarded to the GY by card effect: Target 1 Spell/Trap Card on the field; destroy it.                    ,300,500,2,DARK,
75732622,Grinder Golem,"Effect Monster,Fiend","Cannot be Normal Summoned or Set. Must first be Special Summoned (from your hand) to your opponent's side of the field by Special Summoning 2 ""Grinder Tokens"" (Fiend-Type/DARK/Level 1/ATK 0/DEF 0) in face-up Attack Position on your side of the field. If you Special Summon this monster, you cannot Normal Summon or Set a monster during the same turn.                    ",3000,300,8,DARK,
45420955,"Groza, Tyrant of Thunder","Effect Monster,Fiend","1 Tuner + 1+ non-Tuner Fiend monsters<br>During your opponent's Main Phase (Quick Effect): You can target 1 Effect Monster on the field; discard 1 monster, and if you do, negate that monster's effect until the end of this turn. You can only use this effect of ""Groza, Tyrant of Thunder"" once per turn. If a Fiend monster(s) is sent from the hand to your GY (except during the Damage Step): You can apply 1 of the following effects to this card, until the end of this turn.<br><li>Cannot be destroyed by battle. <li> Cannot be destroyed by your opponent's card effects. <li> Your opponent cannot target this card with card effects.                    ",2800,2800,8,DARK,
24215921,Gruesome Grave Squirmer,"Effect Monster,Fiend","If you control a Fiend monster (Quick Effect): You can Special Summon this card from your hand, then you can destroy 1 ""Yubel"", or 1 monster that mentions it, in your Monster Zone. You can banish this card from your GY; Special Summon 1 Fiend monster with 0 ATK/DEF from your hand or GY, except ""Gruesome Grave Squirmer"". You can only use each effect of ""Gruesome Grave Squirmer"" once per turn.                    ",0,0,1,DARK,
56198785,Guard Ghost,"Effect Monster,Zombie","If this card is Special Summoned from the GY: You can target 1 monster you control; it cannot be destroyed by battle or card effects this turn. During the End Phase, if this card is currently banished, and was banished this turn: You can add this card to your hand. You can only use each effect of ""Guard Ghost"" once per turn.                    ",1800,100,4,DARK,
73544866,Guardian Baou,"Effect Monster,Fiend","This card can only be Normal Summoned, Flip Summoned, or Special Summoned when there is a ""Wicked-Breaking Flamberge - Baou"" on your side of the field. Each time this card destroys 1 of your opponent's monsters and sends it to the Graveyard as a result of battle, increase the ATK of this card by 1000 points. Also, the effects of an Effect Monster that this card destroys as a result of battle are negated.                    ",800,400,4,DARK,
11321089,Guardian Chimera,"Effect Monster,Beast","Must first be Fusion Summoned using only Fusion Materials from your hand and field, with at least 1 monster from each. If this card is Fusion Summoned by a Spell Card or effect: You can draw cards equal to the number of cards used as material from the hand, and if you do, destroy cards your opponent controls equal to the number of cards used as material from the field. You can only use this effect of ""Guardian Chimera"" once per turn. While ""Polymerization"" is in your GY, your opponent cannot target this card with card effects.                    ",3300,3300,9,DARK,3 monsters with different names
18175965,Guardian Dreadscythe,"Effect Monster,Fiend","Cannot be Normal Summoned/Set. Must be Special Summoned by its own effect, and cannot be Special Summoned by other ways. If a ""Guardian Eatos"" is destroyed by battle or by card effect and sent to your Graveyard: You can Special Summon this card from your hand. When this card is Special Summoned: You can equip 1 ""Reaper Scythe - Dreadscythe"" from your Deck to this card. You cannot Normal or Special Summon monsters (but you can Normal Set). When this card is sent from the field to the Graveyard: Send 1 card from your hand to the Graveyard, and if you do, Special Summon this card from the Graveyard.                    ",2500,2000,8,DARK,
59537380,Guardragon Agarpain,"Effect Monster,Dragon","If your opponent controls no monsters, you can Special Summon this card (from your hand).                    ",1500,0,,DARK,
