sifra,ime,tip,efekt 
69584564,Fragrance Storm,normal spell,"Destroy 1 face-up Plant-Type monster on the field and draw 1 card. If that card is a Plant-Type monster, you can reveal it to your opponent and draw 1 more card."
06077601,Frightfur Fusion,normal spell,"Fusion Summon 1 ""Frightfur"" Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from your side of the field or your Graveyard. You can only activate 1 ""Frightfur Fusion"" per turn."
34773082,Frightfur Patchwork,normal spell,"Add 1 ""Edge Imp"" monster and 1 ""Polymerization"" from your Deck to your hand. You can only activate 1 ""Frightfur Patchwork"" per turn."
28039390,Frightfur Reborn,normal spell,"Target 1 ""Frightfur"" monster in your Graveyard; Special Summon it. During your Main Phase, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 of your banished ""Fluffal"" or ""Frightfur"" monsters; return it to the Graveyard."
99049589,Frightfur Repair,normal spell,"Target 1 ""Frightfur"" Fusion Monster in your GY; return it to the Extra Deck, then you can Special Summon 1 ""Fluffal"" or ""Edge Imp"" monster from your GY. You can banish this card from your GY; Special Summon 1 ""Fluffal"" or ""Edge Imp"" monster from your hand. You can only use 1 ""Frightfur Repair"" effect per turn, and only once that turn."
99940363,Frost Blast of the Monarchs,normal spell,"If you control a monster with 2400 or more ATK and 1000 DEF: Target 1 Set card on the field; destroy it. You can banish this card and 1 ""Monarch"" Spell/Trap Card from your Graveyard, then target 1 Set card on the field; destroy it."
81000306,Full-Force Strike,normal spell,"Target 1 face-up monster you control; this turn, it cannot be destroyed by battle, players take no battle damage from its attacks, and if it attacks an opponent's monster, destroy the opponent's monster after damage calculation."
92345028,Fury of Fire,normal spell,"(This card is always treated as a ""Salamangreat"" card.)<br>Special Summon up to 2 ""Salamangreat"" monsters with different names from your hand and/or GY in Defense Position, but their effects are negated, also, for the rest of this turn after this card resolves, you can only Special Summon from the Extra Deck once. You can only activate 1 ""Fury of Fire"" per turn."
98804359,Fury of Kairyu-Shin,normal spell,"Add 1 ""Torrential Tribute"" from your Deck to your hand. If a WATER monster(s) you control would be destroyed by card effect, you can banish this card from your GY instead. You can only use each effect of ""Fury of Kairyu-Shin"" once per turn."
61070601,Fusion Armament,normal spell,"Reveal 1 Fusion Monster in your Extra Deck, and Special Summon 1 of the Fusion Materials whose name is mentioned on that monster from your Extra Deck or GY, but until the end of your opponent's turn, it cannot attack and its effects (if any) are negated. You can only activate 1 ""Fusion Armament"" per turn."
17194258,Fusion Conscription,normal spell,"Reveal 1 Fusion Monster from your Extra Deck and add 1 of the Fusion Materials listed on that card from your Deck or Graveyard to your hand, and if you do, for the rest of this turn after this card is activated, you cannot Normal Summon/Set or Special Summon monsters with the added monster's name, nor activate the effects. You can only activate 1 ""Fusion Conscription"" per turn."
06498706,Fusion Deployment,normal spell,"Reveal 1 Fusion Monster in your Extra Deck and Special Summon, from your hand or Deck, 1 of the Fusion Materials whose name is specifically listed on that card, also you cannot Special Summon monsters from the Extra Deck, except Fusion Monsters, the turn you activate this card. You can only activate 1 ""Fusion Deployment"" per turn."
52947044,Fusion Destiny,normal spell,"Fusion Summon 1 Fusion Monster from your Extra Deck that mentions a ""Destiny HERO"" monster as material, using monsters from your hand or Deck as Fusion Material, but destroy it during the End Phase of the next turn, also for the rest of this turn after this card resolves, you cannot Special Summon monsters, except DARK ""HERO"" monsters. You can only activate 1 ""Fusion Destiny"" per turn."
25800447,Fusion of Fire,normal spell,"(This card is always treated as a ""Salamangreat"" card.)<br>Fusion Summon 1 ""Salamangreat"" Fusion Monster from your Extra Deck, using monsters from your hand and/or either field as Fusion Material. You can only activate 1 ""Fusion of Fire"" per turn."
18511384,Fusion Recovery,normal spell,"Target 1 ""Polymerization"", and 1 Fusion Material Monster that was used for a Fusion Summon, in your Graveyard; add them to your hand."
26902560,Fusion Sage,normal spell,"Add 1 ""Polymerization"" card from your Deck to your hand. Then shuffle your Deck."
74335036,Fusion Substitute,normal spell,"(This card's name is always treated as ""Polymerization"".) Fusion Summon 1 monster from your Extra Deck, using monsters you control as Fusion Materials. You can banish this card from your Graveyard, then target 1 Fusion Monster in your Graveyard; return it to the Extra Deck, then draw 1 card."
59432181,Fusion Tag,normal spell,"Target 1 monster you control; reveal 1 Fusion Monster in your Extra Deck, and if you do, the targeted monster's name can be treated as the revealed Fusion Monster's, if used for a Fusion Summon this turn."
21715135,Gagaga Academy Emergency Network,normal spell,"If your opponent controls a monster and you control no monsters: Special Summon 1 ""Gagaga"" monster from your Deck. You cannot Special Summon any other monsters, except by Xyz Summon, during the turn you activate this card. You can only activate 1 ""Gagaga Academy Emergency Network"" per turn."
17494901,Gagagabolt,normal spell,"If you control a face-up ""Gagaga"" monster: Target 1 card your opponent controls; destroy that target."
21831848,Gagagadraw,normal spell,"Banish 3 ""Gagaga"" monsters from your Graveyard; draw 2 cards."
00917796,Gagagatag,normal spell,"All ""Gagaga"" monsters you currently control gains 500 ATK for each ""Gagaga"" monster you currently control, until your next Standby Phase. You can only activate 1 ""Gagagatag"" per turn."
57782164,Gagagawind,normal spell,"Special Summon 1 ""Gagaga"" monster from your hand as a Level 4 monster."
20349913,Galactic Charity,normal spell,"If you control a ""Galaxy"" Xyz Monster: Discard 1 card; draw 2 cards, also if you activated this card, any damage your opponent takes for the rest of this turn is halved. You can only activate 1 ""Galactic Charity"" per turn."
05133471,Galaxy Cyclone,normal spell,"Target 1 Set Spell/Trap on the field; destroy it. During your Main Phase, except the turn this card was sent to the GY: You can banish this card from your GY, then target 1 face-up Spell/Trap on the field; destroy it. You can only use this effect of ""Galaxy Cyclone"" once per turn."
60222582,Galaxy Expedition,normal spell,"If you control a Level 5 or higher ""Photon"" or ""Galaxy"" monster: Special Summon 1 Level 5 or higher ""Photon"" or ""Galaxy"" monster from your Deck in face-up Defense Position. You can only activate 1 ""Galaxy Expedition"" per turn."
52340274,Galaxy Queen's Light,normal spell,"Target 1 face-up Level 7 or higher monster you control; the Levels of all other face-up monsters you currently control become the current Level of that monster, until the End Phase."
63956833,Galaxy Trance,normal spell,"Pay 2000 LP, then target 1 ""Photon"" monster in your GY; Special Summon both it and 1 ""Galaxy"" monster from your Deck, with the same Level, both in Defense Position, and if you do, each monster's ATK become 2000, also their effects are negated. You can only activate 1 ""Galaxy Trance"" per turn. You cannot Normal or Special Summon mosnters during the turn you activate this card, except ""Photon"" and ""Galaxy"" monsters."
07512044,Gather Your Mind,normal spell,"Add 1 Gather Your Mind"" card from your Deck to your hand. Your Deck is then shuffled. You can only use 1 ""Gather Your Mind"" per turn."""
24220368,Gem-Knight Dispersion,normal spell,"Activate 1 of these effects (but you can only use each effect of ""Gem-Knight Dispersion"" once per turn);<br><li>Fusion Summon 1 ""Gem-Knight"" Fusion Monster from your Extra Deck, using monsters from your hand or field. Up to 2 monsters from your Deck/Extra Deck can be used, if they are non-Rock ""Gem-Knight"" monsters and you have ""Gem-Knight Fusion"" in your GY.<br><li>Add 1 ""Gem-"" monster from your Deck or banishment to your hand, also any effect damage your opponent takes during the Main Phase this turn is halved."
01264319,Gem-Knight Fusion,normal spell,"Send, from your hand or your side of the field to the Graveyard, the Fusion Material Monsters that are listed on a ""Gem-Knight"" Fusion Monster Card, then Special Summon that Fusion Monster from the Extra Deck. (This Special Summon is treated as a Fusion Summon.) If this card is in the Graveyard: You can banish 1 ""Gem-Knight"" monster from your Graveyard; add this card to your hand."
75448086,Generaider Boss Quest,normal spell,"Reveal 1 ""Generaider"" monster in your hand, and if you do, add up to 2 ""Generaider"" Spells/Traps with different names from each other from your Deck to your hand, except ""Generaider Boss Quest"". Then place the revealed card on the bottom of your Deck. You can only activate 1 ""Generaider Boss Quest"" per turn."
87890143,Generation Force,normal spell,"If you control an Xyz Monster: Add 1 ""Xyz"" card from your Deck to your hand."
35705817,Ghost Fusion,normal spell,"Fusion Summon 1 Fusion Monster from your Extra Deck, using only Zombie monsters you control as material. If your LP are lower than your opponent's, you can also banish up to 1 Zombie monster from your hand, Deck, or GY as material. YOu can only activate 1 ""Ghost Fusion"" per turn."
69809989,Ghostrick Shot,normal spell,"Special Summon 1 ""Ghostrick"" monster from your hand or GY, then you can change 1 face-down ""Ghostrick"" monster you control to face-up Attack Position. You can banish this card from your GY, then target 1 ""Ghostrick"" Xyz Monster you control; attach 1 ""Ghostrick"" card from your GY to that monster as material. You can only use each effect of ""Ghostrick Shot"" once per turn."
