sifra,ime,tip,efekt 
31444249,Void Imagination,continous spell,"Infernoid"" monsters you control whose original Levels are 2 or higher become Level 1 and all battle damage they inflict to your opponent is halved. You can send this card to the Graveyard; Fusion Summon 1 ""Infernoid"" Fusion Monster from your Extra Deck, using monsters from your hand or your side of the field as Fusion Materials. If your opponent controls a monster that was Special Summoned from the Extra Deck, and you do not, you can also use up to 6 monsters in your Deck as Fusion Materials"
78748366,Void Vanishment,continous spell,"You can discard 1 card; add 1 ""Void"" Spell/Trap Card from your Deck to your hand, except ""Void Vanishment"" or ""Null and Void"", also you cannot Normal or Special Summon monsters for the rest of this turn, except ""Infernoid"" monsters. You can only use this effect of ""Void Vanishment"" once per turn. If an ""Infernoid"" monster you control battles an opponent's monster, after damage calculation: You can send this card to the Graveyard; banish those monsters."
85250352,Volcanic Blaze Accelerator,continous spell,"Activate this card by sending 1 ""Blaze Accelerator"" from your hand, Deck, or face-up field to the GY. You can only control 1 ""Volcanic Blaze Accelerator"". Once per turn, during your Main Phase: You can Special Summon 1 ""Volcanic"" monster from your hand. Once per turn: You can target 1 face-up monster your opponent controls; send 1 Level 1 Pyro monster from your Deck to the GY, and if you do, destroy that monster."
92035412,Vylon Element,continous spell,"When any face-up ""Vylon"" Equip Cards you control are destroyed (except during the Damage Step): You can Special Summon an equal or lower number of ""Vylon"" Tuner monsters from your Deck. They cannot be used as Synchro Material Monsters, except for the Synchro Summon of a ""Vylon"" Synchro Monster."
54807656,Wailing of the Unchained Souls,continous spell,"If you Link Summon an ""Unchained"" Link Monster: You can target 1 card on the field; destroy it. If this Set card is destroyed by card effect: You can Special Summon 1 ""Unchained"" monster from your Deck. You can only use each effect of ""Wailing of the Unchained Souls"" once per turn."
81613061,War Rock Medium,continous spell,"While your opponent controls a Special Summoned monster and you control a Level 7 or higher ""War Rock"" monster, during Main Phase 1, neither player can activate the effects of monsters on the field. During your Main Phase: You can Set 1 ""War Rock"" Spell/Trap directly from your Deck, except ""War Rock Medium"", also you cannot Special Summon monsters for the rest of this turn, except Warrior monsters. You can only use this effect of ""War Rock Medium"" once per turn."
71331215,War Rock Ordeal,continous spell,"You can only control 1 ""War Rock Ordeal"". When this card is activated: Place 3 counters on it. When your ""War Rock"" monster destroys an opponent's monster by battle and sends it to their GY: You can remove 1 counter from this card, and if you do, draw 1 card. If the last counter has been removed by this effect, send this card to the GY."
49669730,Water Hazard,continous spell,"Once per turn, if you control no monsters, you can Special Summon 1 Level 4 or lower WATER monster from your hand."
01834107,Wattcine,continous spell,"When a Thunder-Type monster you control inflicts Battle Damage to your opponent, gain Life Points equal to the damage inflicted."
41790641,Wattkingdom,continous spell,"Your opponent cannot activate the effects of a monster that activate when it is Normal or Special Summoned, while in the same column as this card or a ""Watt"" monster you control. You can target 1 ""Watt"" monster you control; Special Summon 1 ""Watt"" monster with a different name from your Deck, then you lose LP equal to the Special Summoned monster's ATK, also you cannot Special Summon for the rest of this turn, except Thunder monsters. You can only use this effect of ""Wattkingdom"" once per turn."
38992735,Wave-Motion Cannon,continous spell,During your Main Phase: You can send this face-up card to the GY; inflict 1000 damage to your opponent for each of your Standby Phases that have passed since this card was activated.
63665606,Wave-Motion Inferno,continous spell,"While you have no cards in your hand, face-up ""Infernity"" monsters you control gain 400 ATK and DEF. You can send this face-up card from the field to the Graveyard to send all cards from your hand to the Graveyard."
10035717,Weapon Change,continous spell,"Once during each of your Standby Phases: You can pay 700 Life Points, then target 1 Warrior or Machine monster you control; switch the current ATK and DEF of that target until the end of your opponent's next turn."
91434208,White Reincarnation,continous spell,"When this card is activated: Add 1 Fish monster with an effect that treats itself as a Tuner from your Deck to your hand. Once per turn, at the end of the Damage Step, if your ""White Aura"" monster attacked: You can activate this effect; the attacking monster can make a second attack in a row. Once per turn, if a Level 8 or higher Fish Synchro Monster(s) is Special Summoned from your GY, even during the Damage Step: You can destroy all monsters your opponent controls. You can only activate 1 ""White Reincarnation"" per turn."
63509474,Whitefish Salvage,continous spell,"You can target 1 Fish monster in your GY; add it to your hand. You can only use this effect of ""Whitefish Salvage"" once per turn. If this card in your possession is destroyed by an opponent's card effect and sent to your GY: Take 1 Fish monster from your Deck, and either add it to your hand or Special Summon it."
39848658,Wight Reanimator,continous spell,"If your ""King of the Skull Servants"" attacks a Defense Position monster, inflict piercing battle damage to your opponent. Once per turn: You can target 1 ""Skull Servant"" or ""King of the Skull Servants"" in your GY; send 1 ""Skull Servant"" or 1 monster that mentions it from your Deck to the GY, and if you do, Special Summon the targeted monster, also you cannot Special Summon for the rest of this turn, except Zombie monsters."
64178424,Will of the Salamangreat,continous spell,"During your Main Phase: You can Special Summon 1 ""Salamangreat"" mosnter from your hand or GY. You can send this face-up card from the field to the GY, then target 1 ""Salamangreat"" Link Monster you control that was Link Summoned using a monster with its same name as material; Special Summon ""Salamangreat"" monster(s) from the hand and/or GY in Defense Position, up to the number of that monster's Link Rating. You can only use 1 ""Will of the Salamangreat"" effect per turn, and only once that turn."
95714077,Wind-Up Factory,continous spell,"Once per turn, if an effect of a ""Wind-Up"" monster is activated (except during the Damage Step): You can add 1 Level 4 or lower ""Wind-Up"" monster from your Deck to your hand."
83289866,Witchcrafter Bystreet,continous spell,"The first time each ""Witchcrafter"" monster you control would be destroyed each turn, by battle or card effect, it is not destroyed. You can only use 1 of the following effects of ""Witchcrafter Bystreet"" per turn, and only once that turn.<br><li>If a ""Witchcrafter"" monster you control would discard to activate an effect, you can send this card from your field to the GY instead.<br><li>During your End Phase, if you control a ""Witchcrafter"" monster, while this card is in your GY: You can place this card face-up in your Spell & Trap Zone."
19673561,Witchcrafter Scroll,continous spell,"Once per turn, when your Spellcaster monster destroys a monster by battle: You can draw 1 card. You can only use 1 of the following effects of ""Witchcrafter Scroll"" per turn, and only once that turn.<br><li>If a ""Witchcrafter"" monster you control would discard to activate an effect, you can send this card from your field to the GY instead.<br><li>During your End Phase, if you control a ""Witchcrafter"" monster, while this card is in your GY: You can place this card face-up in your Spell & Trap Zone."
